class,level,time,latitude,longitude
C,6.5,01 January 2014 at 15:48,102.043,-8.59915
C,5.3,02 January 2014 at 04:24,100.314,-8.88815
C,4.9,02 January 2014 at 07:48,100.248,-9.09074
C,9.5,02 January 2014 at 12:24,100.419,-9.36344
C,3.4,02 January 2014 at 20:36,100.607,-9.51389
C,3.1,02 January 2014 at 21:48,100.694,-9.51188
C,2.4,03 January 2014 at 02:48,100.822,-9.57897
C,4.6,03 January 2014 at 04:00,100.814,-9.55879
C,3.0,03 January 2014 at 07:00,100.909,-9.52168
C,3.6,03 January 2014 at 08:24,100.970,-9.54759
C,3.3,03 January 2014 at 10:12,100.876,-9.57555
C,5.9,03 January 2014 at 10:48,100.838,-9.59252
C,1.9,03 January 2014 at 11:48,100.840,-9.60509
C,6.9,03 January 2014 at 15:36,100.781,-9.67367
C,3.6,04 January 2014 at 02:48,100.665,-9.77994
C,5.6,04 January 2014 at 06:36,100.670,-9.79764
C,2.9,04 January 2014 at 09:48,100.699,-9.92083
C,9.4,04 January 2014 at 15:36,100.606,-9.99762
C,4.5,05 January 2014 at 02:24,100.266,-10.1409
C,6.6,05 January 2014 at 15:24,99.8396,-10.3680
C,3.4,05 January 2014 at 18:12,99.7819,-10.3336
C,7.1,06 January 2014 at 00:24,99.4780,-10.2654
C,2.6,06 January 2014 at 09:36,99.3290,-10.2803
C,2.0,06 January 2014 at 16:12,99.2728,-10.3810
C,2.6,07 January 2014 at 02:36,98.9556,-10.3073
C,2.7,07 January 2014 at 04:12,98.9097,-10.3130
C,2.4,07 January 2014 at 04:48,98.9239,-10.3105
C,2.3,07 January 2014 at 08:12,98.9007,-10.3231
C,2.6,07 January 2014 at 11:48,98.7784,-10.3566
C,3.1,08 January 2014 at 03:12,98.0590,-10.4032
C,1.9,08 January 2014 at 10:24,97.9248,-10.4016
C,2.4,08 January 2014 at 13:00,97.7357,-10.4250
C,3.4,08 January 2014 at 17:00,97.6197,-10.4652
C,1.4,10 January 2014 at 07:24,96.5736,-10.5334
C,4.4,11 January 2014 at 08:36,95.7262,-10.4632
C,2.1,11 January 2014 at 10:24,95.6823,-10.4574
C,6.5,11 January 2014 at 13:12,95.4171,-10.5184
C,1.0,11 January 2014 at 18:36,95.2467,-10.5902
C,1.6,11 January 2014 at 19:00,95.2209,-10.5875
C,6.0,12 January 2014 at 00:00,94.8522,-10.6644
C,3.9,12 January 2014 at 02:12,94.6281,-10.7491
C,2.6,14 January 2014 at 03:24,91.5549,-11.9483
C,3.2,14 January 2014 at 16:00,82.0137,-13.4509
C,3.4,07 January 2014 at 07:00,100.685,8.84203
C,1.4,09 January 2014 at 02:12,101.144,8.73329
C,1.4,10 January 2014 at 18:48,101.937,8.73733
C,7.4,07 January 2014 at 22:36,177.499,11.4213
C,2.4,08 January 2014 at 07:36,177.597,11.0450
C,1.1,10 January 2014 at 06:36,27.7301,15.1342
C,1.3,11 January 2014 at 20:12,28.1773,15.3055
C,1.7,11 January 2014 at 20:48,28.1270,15.3164
C,1.8,13 January 2014 at 16:36,30.1389,-17.4210
C,1.0,16 January 2014 at 14:12,30.6933,-17.2035
C,3.1,17 January 2014 at 02:36,30.5924,-17.1414
C,1.3,22 January 2014 at 19:00,272.376,-18.8473
C,1.1,18 January 2014 at 08:12,279.956,-16.4818
C,6.0,17 January 2014 at 09:24,247.861,-8.48001
C,1.4,17 January 2014 at 12:48,247.640,-8.48536
C,7.2,17 January 2014 at 14:00,247.683,-8.46310
C,1.8,17 January 2014 at 15:24,247.734,-8.44258
C,8.9,17 January 2014 at 16:12,247.832,-8.47213
C,7.1,17 January 2014 at 20:12,242.680,-19.6531
C,1.3,18 January 2014 at 00:00,242.497,-20.0358
C,2.3,18 January 2014 at 03:24,240.970,-19.2531
C,1.5,18 January 2014 at 05:48,239.799,-19.0389
C,4.8,18 January 2014 at 10:36,239.367,-19.0655
C,6.0,18 January 2014 at 12:00,239.330,-19.0179
C,1.2,18 January 2014 at 16:00,239.253,-18.9236
C,2.3,18 January 2014 at 19:48,239.290,-18.7456
C,1.4,19 January 2014 at 05:48,239.282,-18.6952
C,2.7,19 January 2014 at 07:00,239.284,-18.6767
C,3.4,20 January 2014 at 02:24,238.405,-18.0815
C,1.4,20 January 2014 at 05:00,238.491,-18.1027
C,2.8,20 January 2014 at 06:36,238.317,-18.0765
C,1.3,20 January 2014 at 18:00,237.517,-17.4097
C,1.2,21 January 2014 at 22:36,235.320,-16.7705
C,1.5,24 January 2014 at 23:48,231.974,-16.1081
C,6.1,26 January 2014 at 10:12,230.774,-15.9390
C,2.3,27 January 2014 at 05:24,229.888,-15.6723
C,3.6,20 January 2014 at 22:48,237.315,-17.3492
C,3.3,27 January 2014 at 04:12,118.039,-15.1056
C,8.0,27 January 2014 at 19:24,115.230,-14.0150
C,5.3,27 January 2014 at 21:00,114.239,-13.7678
C,7.6,28 January 2014 at 00:36,112.824,-13.4310
C,3.3,28 January 2014 at 03:12,112.052,-13.3183
C,9.2,28 January 2014 at 05:24,111.744,-13.2410
C,2.5,28 January 2014 at 06:48,111.625,-13.2226
C,8.3,28 January 2014 at 12:24,111.396,-13.1866
C,7.3,29 January 2014 at 04:36,111.147,-13.2190
C,3.5,29 January 2014 at 07:24,111.115,-13.2197
C,2.2,29 January 2014 at 09:00,111.148,-13.2324
C,2.4,29 January 2014 at 12:00,111.277,-13.2567
C,7.0,29 January 2014 at 15:36,111.210,-13.2584
C,2.0,29 January 2014 at 23:12,111.114,-13.2831
C,2.3,30 January 2014 at 00:12,111.160,-13.2902
C,1.9,30 January 2014 at 00:36,111.161,-13.2910
C,3.4,30 January 2014 at 10:00,111.178,-13.1813
C,4.1,30 January 2014 at 11:12,111.256,-13.1809
C,4.8,30 January 2014 at 23:00,110.795,-13.0734
C,3.4,31 January 2014 at 05:00,110.694,-12.9858
C,2.3,31 January 2014 at 07:48,110.653,-12.9357
C,1.6,31 January 2014 at 09:36,110.640,-12.9234
C,2.4,31 January 2014 at 10:48,110.637,-12.9167
C,6.3,01 February 2014 at 00:24,110.577,-12.6573
C,5.5,01 February 2014 at 05:48,110.645,-12.6221
C,3.5,01 February 2014 at 10:48,110.678,-12.6085
C,3.6,01 February 2014 at 12:36,110.705,-12.5901
C,3.9,01 February 2014 at 14:00,110.674,-12.5716
C,2.3,01 February 2014 at 16:00,110.667,-12.5140
C,3.4,01 February 2014 at 20:48,110.675,-12.3976
C,3.3,02 February 2014 at 04:12,110.780,-12.2873
C,9.7,02 February 2014 at 11:48,110.791,-12.2342
C,2.3,03 February 2014 at 01:00,110.551,-12.1461
C,4.9,03 February 2014 at 05:36,110.370,-12.1304
C,5.7,03 February 2014 at 06:24,110.314,-12.1254
C,9.0,03 February 2014 at 08:36,110.400,-12.1086
C,4.4,03 February 2014 at 11:00,110.463,-12.0897
C,7.9,03 February 2014 at 13:00,110.442,-12.0834
C,4.6,03 February 2014 at 15:48,110.313,-12.0805
C,4.5,03 February 2014 at 18:00,110.237,-12.0843
C,6.9,03 February 2014 at 19:36,110.127,-12.0944
C,3.3,04 February 2014 at 05:48,109.923,-12.0949
C,7.4,04 February 2014 at 09:24,109.756,-12.1228
C,5.9,04 February 2014 at 12:24,109.673,-12.1375
C,7.7,04 February 2014 at 13:48,109.621,-12.1493
C,6.4,04 February 2014 at 14:36,109.591,-12.1518
C,5.4,04 February 2014 at 19:36,109.529,-12.1782
C,4.4,04 February 2014 at 20:24,109.540,-12.1895
C,5.5,04 February 2014 at 21:36,109.505,-12.2104
C,3.9,05 February 2014 at 06:00,109.218,-12.2996
C,5.2,05 February 2014 at 12:48,109.068,-12.3001
C,3.3,05 February 2014 at 14:48,109.063,-12.3101
C,8.6,05 February 2014 at 18:48,108.979,-12.3696
C,4.9,05 February 2014 at 20:00,108.954,-12.3616
C,3.4,06 February 2014 at 02:48,108.629,-12.4444
C,3.0,06 February 2014 at 12:00,108.200,-12.4399
C,2.2,06 February 2014 at 16:24,107.897,-12.4940
C,4.3,07 February 2014 at 00:24,107.209,-12.5852
C,3.1,07 February 2014 at 10:12,107.096,-12.5930
C,3.0,07 February 2014 at 14:48,107.085,-12.6782
C,1.7,08 February 2014 at 02:12,107.282,-12.8619
C,1.7,08 February 2014 at 06:48,107.608,-12.9377
C,3.2,08 February 2014 at 12:36,107.672,-12.9961
C,1.5,08 February 2014 at 12:48,107.629,-12.9893
C,2.0,08 February 2014 at 18:00,107.826,-12.9934
C,8.6,08 February 2014 at 18:36,107.777,-13.0023
C,3.4,09 February 2014 at 20:24,108.742,-12.9293
C,5.2,09 February 2014 at 23:36,108.139,-12.9301
C,4.0,06 February 2014 at 14:48,107.991,-12.4675
C,2.4,09 February 2014 at 05:12,107.323,-13.0666
C,6.0,27 January 2014 at 08:24,117.056,10.3043
C,2.6,27 January 2014 at 11:12,116.257,9.93021
C,8.5,28 January 2014 at 16:48,113.427,9.88037
C,4.2,29 January 2014 at 03:12,113.453,9.80237
C,2.7,01 February 2014 at 23:00,111.467,10.0930
C,6.5,02 February 2014 at 01:24,111.311,10.0844
C,3.3,02 February 2014 at 05:00,111.183,10.1315
C,7.5,02 February 2014 at 06:12,111.133,10.1265
C,7.8,02 February 2014 at 14:24,111.120,10.1262
C,4.2,02 February 2014 at 16:24,111.034,10.1374
C,4.5,02 February 2014 at 20:12,110.943,10.1361
C,8.4,02 February 2014 at 22:36,110.850,10.1351
C,2.3,03 February 2014 at 00:00,110.863,10.1124
C,3.7,03 February 2014 at 00:48,110.840,10.1274
C,6.5,03 February 2014 at 13:36,110.404,10.1242
C,6.5,04 February 2014 at 22:00,109.371,10.1194
C,7.5,04 February 2014 at 22:48,109.322,10.1390
C,3.8,04 February 2014 at 23:36,109.295,10.1469
C,3.6,05 February 2014 at 07:48,109.054,10.1491
C,3.9,05 February 2014 at 10:00,109.051,10.1179
C,4.4,05 February 2014 at 10:24,109.035,10.1142
C,5.4,06 February 2014 at 00:36,108.842,10.2327
C,7.0,06 February 2014 at 04:36,108.723,10.2712
C,1.9,06 February 2014 at 08:00,108.589,10.3036
C,2.7,07 February 2014 at 08:36,107.772,10.5976
C,2.5,07 February 2014 at 09:00,107.752,10.6054
C,2.5,08 February 2014 at 00:36,107.030,10.6104
C,2.4,09 February 2014 at 05:12,69.1423,-15.2798
C,3.6,14 February 2014 at 16:48,44.3861,-12.3083
C,1.7,10 February 2014 at 19:12,13.0384,5.03916
C,7.9,12 February 2014 at 12:36,13.2052,5.27256
C,2.3,15 February 2014 at 03:24,13.2899,5.38208
C,1.7,15 February 2014 at 21:36,13.4555,7.42584
C,1.6,15 February 2014 at 22:48,13.6443,7.16483
C,2.3,16 February 2014 at 03:00,12.5630,8.83746
C,1.3,16 February 2014 at 05:48,12.1824,9.42255
C,2.3,09 February 2014 at 12:12,-2.22840,-11.7297
C,2.5,10 February 2014 at 03:00,-2.90925,-12.0039
C,2.1,10 February 2014 at 13:12,-3.39176,-12.0996
C,8.4,11 February 2014 at 14:00,-4.82393,-12.2105
C,5.9,11 February 2014 at 22:12,354.749,-12.3469
C,4.8,12 February 2014 at 19:48,354.488,-12.3603
C,5.9,12 February 2014 at 21:36,354.507,-12.3236
C,2.6,12 February 2014 at 22:24,354.500,-12.3171
C,5.9,12 February 2014 at 23:12,354.520,-12.3085
C,3.2,13 February 2014 at 00:48,354.566,-12.2921
C,5.4,13 February 2014 at 02:24,354.591,-12.2632
C,7.4,13 February 2014 at 02:24,354.591,-12.2632
C,2.8,13 February 2014 at 05:36,354.601,-12.2584
C,8.4,13 February 2014 at 10:48,354.655,-12.2482
C,3.0,13 February 2014 at 12:48,354.628,-12.2412
C,6.6,13 February 2014 at 20:00,354.474,-12.1531
C,2.7,13 February 2014 at 21:36,354.410,-12.1404
C,2.2,14 February 2014 at 01:48,354.307,-12.1085
C,1.7,14 February 2014 at 04:24,354.233,-12.0903
C,6.6,14 February 2014 at 04:36,354.233,-12.0844
C,3.8,14 February 2014 at 06:48,354.258,-12.0658
C,3.3,14 February 2014 at 07:36,354.223,-12.0701
C,2.2,14 February 2014 at 09:00,354.230,-12.0601
C,2.6,14 February 2014 at 10:12,354.203,-12.0640
C,7.2,14 February 2014 at 10:36,354.203,-12.0611
C,6.6,14 February 2014 at 17:24,354.098,-12.0082
C,1.7,14 February 2014 at 19:36,353.995,-12.0165
C,2.1,15 February 2014 at 02:00,353.776,-12.0344
C,2.2,15 February 2014 at 05:48,353.775,-12.0195
C,1.3,15 February 2014 at 08:24,353.776,-11.9809
C,1.2,16 February 2014 at 02:12,353.298,-11.9579
C,1.2,16 February 2014 at 05:12,353.272,-11.9606
C,1.5,16 February 2014 at 06:48,353.313,-11.9472
C,1.9,08 February 2014 at 21:36,-40.9025,-14.7202
C,4.7,18 February 2014 at 01:36,316.425,-14.9145
C,1.9,18 February 2014 at 06:24,316.749,-14.8450
C,1.2,19 February 2014 at 00:36,317.820,-14.9141
C,2.2,19 February 2014 at 02:48,317.762,-14.8210
C,1.4,19 February 2014 at 22:24,318.565,-14.5411
C,1.6,20 February 2014 at 22:36,320.455,-14.2419
C,1.9,21 February 2014 at 11:12,319.786,-14.3286
C,1.6,17 February 2014 at 20:12,316.507,-14.9119
C,3.6,13 February 2014 at 07:12,291.559,-11.1089
C,3.4,16 February 2014 at 14:00,291.909,-11.0996
C,1.5,16 February 2014 at 17:00,291.906,-11.1008
C,1.2,16 February 2014 at 17:36,291.906,-11.0966
C,1.7,16 February 2014 at 19:24,291.980,-11.1427
C,6.6,17 February 2014 at 03:00,291.897,-11.1108
C,2.4,17 February 2014 at 15:36,291.919,-11.2412
C,1.8,17 February 2014 at 21:12,291.993,-11.2239
C,2.0,17 February 2014 at 08:12,211.087,-10.7854
C,1.3,17 February 2014 at 09:00,211.092,-10.5745
C,1.7,17 February 2014 at 09:48,211.135,-10.4411
C,3.3,18 February 2014 at 10:00,211.771,-10.6888
C,1.7,18 February 2014 at 13:24,211.580,-10.6854
C,1.8,18 February 2014 at 20:36,211.133,-10.6159
C,3.0,19 February 2014 at 02:00,210.981,-10.6329
C,2.0,19 February 2014 at 07:24,211.256,-10.6757
C,4.6,20 February 2014 at 00:00,211.237,-10.6586
C,3.3,20 February 2014 at 03:36,211.136,-10.6324
C,1.7,22 February 2014 at 09:24,210.655,-10.1327
C,1.0,23 February 2014 at 16:24,210.304,-9.79231
C,1.6,23 February 2014 at 19:24,210.226,-9.72651
C,1.5,24 February 2014 at 03:12,210.100,-9.69694
C,2.3,24 February 2014 at 04:36,210.095,-9.69138
C,5.0,24 February 2014 at 14:48,209.966,-9.65327
C,3.0,26 February 2014 at 04:00,210.037,-10.0956
C,4.2,27 February 2014 at 22:12,209.049,-10.8315
C,2.6,28 February 2014 at 02:36,208.965,-10.9035
C,8.1,28 February 2014 at 10:12,208.070,-10.8611
C,2.4,28 February 2014 at 13:12,207.710,-10.7594
C,8.7,02 March 2014 at 00:12,205.357,-10.0813
C,2.1,02 March 2014 at 02:00,205.718,-9.53369
C,2.2,25 February 2014 at 23:36,210.007,-10.0486
C,1.9,26 February 2014 at 11:00,210.002,-10.2588
C,1.5,27 February 2014 at 17:24,209.330,-10.7124
C,4.5,25 February 2014 at 06:24,176.442,13.6058
C,5.7,25 February 2014 at 15:12,176.376,13.5606
C,2.0,27 February 2014 at 00:48,175.489,13.6513
C,1.7,02 March 2014 at 18:12,177.144,14.3842
C,2.6,23 February 2014 at 12:48,145.690,-0.215784
C,2.2,28 February 2014 at 04:00,133.582,4.66544
C,3.1,01 March 2014 at 16:00,128.259,6.57309
C,2.5,02 March 2014 at 16:48,125.676,7.87485
C,2.4,23 February 2014 at 10:36,145.916,-0.420724
C,5.0,25 February 2014 at 04:36,143.378,1.22041
C,2.0,03 March 2014 at 02:24,124.577,8.46476
C,3.2,03 March 2014 at 06:00,124.348,8.57371
C,1.4,03 March 2014 at 13:24,122.327,9.37910
C,2.7,28 February 2014 at 17:12,131.990,5.14502
C,2.2,28 February 2014 at 22:36,130.564,5.64912
C,4.3,01 March 2014 at 01:00,129.836,5.94640
C,1.5,06 March 2014 at 04:00,104.345,14.7759
C,2.4,24 February 2014 at 04:00,117.866,-12.8969
C,5.1,24 February 2014 at 21:36,113.159,-12.5681
C,3.1,27 February 2014 at 10:00,116.190,-12.8506
C,2.5,02 March 2014 at 12:48,114.708,-13.6825
C,2.0,05 March 2014 at 13:00,111.564,-13.9685
C,1.3,05 March 2014 at 23:12,111.074,-13.9636
C,2.9,03 March 2014 at 10:00,114.259,-13.8644
C,2.1,07 March 2014 at 19:00,109.556,-13.8656
C,1.5,27 February 2014 at 02:36,92.0096,-24.8213
C,2.3,27 February 2014 at 06:00,92.1760,-24.6708
C,5.7,27 February 2014 at 10:48,92.4672,-24.5445
C,6.8,27 February 2014 at 12:36,92.4872,-24.5399
C,1.8,27 February 2014 at 15:36,92.5972,-24.4993
C,1.9,01 March 2014 at 04:36,92.7631,-24.2557
C,2.4,02 March 2014 at 12:00,91.6941,-24.7775
C,2.0,03 March 2014 at 10:48,90.7960,-25.2211
C,8.3,04 March 2014 at 05:00,90.8054,-25.2434
C,4.4,04 March 2014 at 10:24,90.6700,-25.2783
C,3.2,04 March 2014 at 21:48,90.1865,-25.3867
C,4.8,05 March 2014 at 00:12,90.1166,-25.4017
C,2.8,05 March 2014 at 02:00,90.0624,-25.4075
C,1.6,08 March 2014 at 05:48,87.0096,-26.0746
C,1.6,05 March 2014 at 17:36,49.9446,13.7185
C,2.1,09 March 2014 at 10:24,50.4904,13.9931
C,1.3,09 March 2014 at 12:36,50.4701,13.9868
C,6.0,10 March 2014 at 11:48,51.0935,14.0594
C,5.6,10 March 2014 at 18:24,51.3119,14.0537
C,3.5,10 March 2014 at 21:12,51.3971,14.0583
C,6.9,11 March 2014 at 22:00,51.7696,14.2860
C,5.3,12 March 2014 at 17:36,52.3792,14.4900
C,1.2,15 March 2014 at 14:36,354.440,-12.8535
C,1.9,16 March 2014 at 06:00,353.999,-12.7838
C,3.4,08 March 2014 at 00:12,-37.3597,-18.7300
C,1.0,08 March 2014 at 04:48,-37.4820,-18.7126
C,2.0,08 March 2014 at 18:00,-36.8144,-18.4901
C,2.8,09 March 2014 at 00:48,-36.8585,-18.3492
C,3.0,09 March 2014 at 02:12,-36.9403,-18.3360
C,6.5,09 March 2014 at 04:48,-36.8751,-18.3158
C,1.9,09 March 2014 at 10:48,-37.0513,-18.2736
C,7.1,09 March 2014 at 13:36,-36.9772,-18.2524
C,7.7,09 March 2014 at 14:48,-36.9531,-18.2227
C,2.1,09 March 2014 at 16:48,-36.9371,-18.2010
C,1.6,09 March 2014 at 18:24,-36.9445,-18.2239
C,2.6,09 March 2014 at 22:12,-36.9725,-18.3308
C,5.2,09 March 2014 at 22:48,-36.9719,-18.3538
C,2.7,09 March 2014 at 23:48,-36.9310,-18.3605
C,3.7,10 March 2014 at 01:48,-36.9759,-18.3820
C,6.1,10 March 2014 at 10:48,-37.1860,-18.5925
C,2.8,10 March 2014 at 13:48,-37.1611,-18.5903
C,2.4,11 March 2014 at 06:00,323.423,-18.6147
C,9.7,11 March 2014 at 16:24,323.623,-18.6480
C,2.2,12 March 2014 at 00:00,323.701,-18.6894
C,1.4,12 March 2014 at 02:48,323.768,-18.6701
C,3.1,15 March 2014 at 00:24,324.029,-18.3538
C,1.4,16 March 2014 at 21:24,323.520,-18.0250
C,2.0,17 March 2014 at 00:48,323.556,-17.9812
C,1.7,17 March 2014 at 03:12,323.379,-18.0130
C,1.0,18 March 2014 at 06:12,323.239,-17.6224
C,1.7,13 March 2014 at 13:48,11.7546,5.44150
C,1.7,13 March 2014 at 17:12,11.6764,5.50017
C,4.7,14 March 2014 at 05:48,11.2458,6.79382
C,1.5,15 March 2014 at 03:00,10.9179,7.51599
C,1.3,15 March 2014 at 03:24,10.9490,7.50491
C,1.3,15 March 2014 at 05:12,10.9540,7.59060
C,5.0,15 March 2014 at 09:36,10.9417,7.71759
C,6.1,15 March 2014 at 17:12,10.8782,7.84298
C,4.8,22 March 2014 at 09:24,255.198,12.3351
C,1.0,21 March 2014 at 16:00,215.907,-13.1074
C,1.5,21 March 2014 at 22:24,214.363,-13.2780
C,1.9,22 March 2014 at 17:24,213.589,-13.6981
C,1.2,17 March 2014 at 13:00,227.554,-12.1658
C,1.8,17 March 2014 at 23:12,224.703,-12.3196
C,3.4,18 March 2014 at 05:12,223.013,-12.6430
C,4.7,18 March 2014 at 15:36,223.697,-12.6669
C,4.7,18 March 2014 at 22:48,220.055,-13.0084
C,1.8,19 March 2014 at 03:48,219.121,-13.0960
C,1.2,19 March 2014 at 11:12,218.786,-13.0540
C,4.2,19 March 2014 at 11:24,218.730,-13.0709
C,2.2,19 March 2014 at 18:48,218.609,-12.9702
C,1.1,22 March 2014 at 19:48,213.374,-13.7586
C,1.3,22 March 2014 at 20:12,213.418,-13.7650
C,2.9,23 March 2014 at 09:00,212.318,-13.7772
C,1.5,23 March 2014 at 11:00,211.840,-13.7860
C,1.1,23 March 2014 at 13:12,211.328,-13.7899
C,1.5,23 March 2014 at 20:12,209.432,-13.9250
C,1.5,23 March 2014 at 22:36,208.813,-13.9988
C,1.2,25 March 2014 at 06:12,204.720,-14.4981
C,1.1,25 March 2014 at 08:12,204.508,-14.5199
C,1.1,26 March 2014 at 01:00,203.216,-14.6315
C,1.1,26 March 2014 at 10:00,203.099,-14.4512
C,1.2,26 March 2014 at 21:24,202.291,-14.3686
C,1.1,26 March 2014 at 22:12,202.109,-14.3922
C,1.3,27 March 2014 at 00:36,201.737,-14.4353
C,4.8,27 March 2014 at 20:24,200.077,-14.3834
C,1.0,28 March 2014 at 21:00,198.055,-14.2427
C,1.0,29 March 2014 at 04:12,195.413,-14.3785
C,1.0,29 March 2014 at 05:00,194.952,-14.4276
C,1.4,29 March 2014 at 06:12,194.683,-14.4298
C,1.4,22 March 2014 at 13:00,213.839,-13.7018
C,3.5,24 March 2014 at 02:48,208.016,-14.1042
C,1.4,25 March 2014 at 05:24,204.835,-14.4741
C,1.2,29 March 2014 at 11:36,193.986,-14.4528
C,1.2,30 March 2014 at 08:24,188.549,-15.7847
C,2.7,21 March 2014 at 10:36,186.978,14.9242
C,1.6,19 March 2014 at 12:48,166.752,-13.3393
C,3.3,19 March 2014 at 12:48,166.752,-13.3393
C,1.8,19 March 2014 at 14:48,166.811,-13.3520
C,3.3,19 March 2014 at 16:24,166.711,-13.2341
C,3.1,19 March 2014 at 19:48,166.592,-13.0116
C,2.0,20 March 2014 at 00:24,166.334,-12.5810
C,8.3,20 March 2014 at 02:00,166.218,-12.5748
C,2.9,20 March 2014 at 13:48,166.566,-12.9641
C,1.2,20 March 2014 at 16:12,166.696,-12.9409
C,1.8,21 March 2014 at 11:36,166.144,-13.1918
C,1.3,21 March 2014 at 12:24,166.064,-13.1788
C,1.2,21 March 2014 at 18:12,165.922,-13.1722
C,1.5,22 March 2014 at 21:12,165.925,-13.2197
C,3.1,23 March 2014 at 02:36,165.819,-13.2112
C,5.0,23 March 2014 at 03:48,165.780,-13.2099
C,2.3,23 March 2014 at 11:24,165.517,-13.2104
C,4.5,24 March 2014 at 00:12,165.810,-13.3549
C,2.3,24 March 2014 at 12:24,166.120,-13.3219
C,2.0,24 March 2014 at 13:48,166.090,-13.3358
C,1.9,24 March 2014 at 14:48,166.057,-13.3180
C,1.5,26 March 2014 at 11:00,166.534,-13.2961
C,2.1,29 March 2014 at 22:48,168.984,-13.4129
C,1.0,30 March 2014 at 07:24,169.971,-13.3017
C,1.0,30 March 2014 at 07:36,169.968,-13.3019
C,3.3,31 March 2014 at 04:12,170.146,-13.1754
C,1.7,23 March 2014 at 01:24,142.755,10.2293
C,1.4,23 March 2014 at 01:48,142.719,10.2233
C,2.6,23 March 2014 at 05:48,142.485,10.1185
C,1.3,23 March 2014 at 14:48,142.276,10.2410
C,1.3,23 March 2014 at 18:36,142.477,10.3222
C,1.1,28 March 2014 at 13:12,142.314,8.05768
C,1.0,28 March 2014 at 16:12,142.483,8.10696
C,1.2,28 March 2014 at 17:36,142.496,8.12322
C,2.3,28 March 2014 at 18:00,142.505,8.10995
C,1.0,28 March 2014 at 23:24,142.648,8.20681
C,2.1,29 March 2014 at 08:00,143.173,8.42759
C,1.4,29 March 2014 at 10:00,143.244,8.49912
C,1.7,29 March 2014 at 11:00,143.280,8.52804
C,1.5,29 March 2014 at 12:48,143.278,8.51564
C,1.0,29 March 2014 at 13:24,143.328,8.54466
C,3.3,29 March 2014 at 14:36,143.376,8.55574
C,1.1,29 March 2014 at 16:24,143.469,8.54197
C,7.6,30 March 2014 at 21:12,143.581,8.81484
C,1.2,31 March 2014 at 22:48,143.027,8.38957
C,2.4,29 March 2014 at 02:12,89.9429,17.9873
C,6.2,04 April 2014 at 15:00,73.1716,-13.5823
C,1.0,05 April 2014 at 18:24,72.7705,-13.8113
C,1.1,07 April 2014 at 02:48,73.1739,-14.0282
C,3.3,01 April 2014 at 00:48,57.2286,15.7530
C,2.7,01 April 2014 at 19:36,57.3287,15.7553
C,2.5,01 April 2014 at 22:36,17.0216,9.85754
C,1.6,02 April 2014 at 12:24,15.1524,9.68176
C,1.8,02 April 2014 at 23:48,14.0995,9.67293
C,8.3,04 April 2014 at 13:48,10.7377,9.93595
C,1.7,02 April 2014 at 10:12,15.8072,9.78329
C,5.5,03 April 2014 at 04:12,14.0838,9.65204
C,1.8,03 April 2014 at 10:12,13.4317,9.64264
C,1.1,04 April 2014 at 01:12,12.3523,9.82926
C,1.2,04 April 2014 at 06:24,11.5274,9.91728
C,1.2,04 April 2014 at 11:12,10.9230,9.90092
C,1.1,04 April 2014 at 17:36,10.4375,10.0391
C,1.5,04 April 2014 at 20:24,10.1293,10.1877
C,1.2,10 April 2014 at 00:12,8.44653,11.3843
C,3.8,06 April 2014 at 21:00,11.2679,9.98332
C,1.9,07 April 2014 at 03:36,11.3743,9.92915
C,1.2,09 April 2014 at 00:00,10.3117,10.4163
C,2.1,30 March 2014 at 05:00,19.8062,-10.2081
C,1.3,30 March 2014 at 06:00,19.8844,-10.2145
C,1.5,30 March 2014 at 18:00,18.3359,-10.8851
C,1.5,30 March 2014 at 18:24,18.3212,-10.8936
C,1.2,30 March 2014 at 20:00,18.2279,-10.9040
C,2.9,30 March 2014 at 22:24,18.0733,-10.9018
C,1.9,31 March 2014 at 01:36,17.9643,-10.8997
C,3.6,31 March 2014 at 14:12,17.6191,-10.8904
C,1.2,31 March 2014 at 20:36,17.6171,-10.9246
C,1.2,31 March 2014 at 23:12,17.6701,-10.9532
C,1.2,01 April 2014 at 17:12,18.2870,-10.8165
C,1.0,01 April 2014 at 23:36,18.4171,-10.7089
C,1.7,02 April 2014 at 01:24,18.3469,-10.6833
C,1.1,02 April 2014 at 02:24,18.3773,-10.6909
C,3.5,02 April 2014 at 06:12,18.3885,-10.6652
C,3.2,02 April 2014 at 06:24,18.3884,-10.6716
C,1.2,02 April 2014 at 12:48,18.4959,-10.5965
C,1.2,03 April 2014 at 15:24,18.4469,-10.5606
C,1.0,03 April 2014 at 19:36,18.5091,-10.5994
C,3.6,04 April 2014 at 03:48,18.5691,-10.5343
C,1.0,05 April 2014 at 00:00,18.7022,-10.5480
C,1.6,05 April 2014 at 10:00,18.7392,-10.4528
C,1.9,05 April 2014 at 10:48,18.7100,-10.4552
C,4.0,07 April 2014 at 06:36,18.5453,-10.1804
C,1.7,07 April 2014 at 13:36,18.4729,-10.1951
C,1.7,07 April 2014 at 21:24,18.7108,-10.1862
C,1.9,11 April 2014 at 09:24,19.5447,-8.48515
C,2.9,01 April 2014 at 20:36,27.7833,16.8924
C,1.0,04 April 2014 at 21:48,28.5644,17.2223
C,1.2,19 April 2014 at 09:24,266.602,11.9827
C,4.7,19 April 2014 at 19:36,266.195,11.9204
